Date,Monthly Return
2018-01-31,
2018-02-28,0.04242906360200127
2018-03-31,-0.04304936888568922
2018-04-30,0.08207479647163018
2018-05-31,0.04053941088038626
2018-06-30,0.043065192317739864
2018-07-31,0.04567600755093726
2018-08-31,0.13236448128539746
2018-09-30,-0.004824306834253944
2018-10-31,-0.20219175018307878
2018-11-30,0.05767175245241973
2018-12-31,-0.11134970006404432
2019-01-31,0.14431709005232074
2019-02-28,-0.04590598487961817
2019-03-31,0.08593570731353273
2019-04-30,0.08185874546916994
2019-05-31,-0.07861319674779288
2019-06-30,0.06679174655008091
2019-07-31,-0.014179183493694625
2019-08-31,-0.048473822697145175
2019-09-30,-0.022732743159706414
2019-10-31,0.023474701269111886
2019-11-30,0.013587301227403925
2019-12-31,0.026121694264473083
2020-01-31,0.0870638027865227
2020-02-29,-0.06221372013363058
2020-03-31,0.035020571318223226
2020-04-30,0.2689001176660719
2020-05-31,-0.012784941240091885
2020-06-30,0.12956672853391127
2020-07-31,0.1471136218500213
2020-08-31,0.09046103369298208
2020-09-30,-0.08757859185260553
2020-10-31,-0.03575408533520552
2020-11-30,0.043439868865324804
2020-12-31,0.028058383014484267
2021-01-31,-0.01557601223652838
2021-02-28,-0.03532841376742368
2021-03-31,0.00037178414851712915
2021-04-30,0.12066273709568343
2021-05-31,-0.07047025525869377
2021-06-30,0.06735498737093981
2021-07-31,-0.032722282722282725
2021-08-31,0.043034169499993835
2021-09-30,-0.05351810876292584
2021-10-31,0.02660245759664326
2021-11-30,0.039923701306487036
2021-12-31,-0.04925196878828486
2022-01-31,-0.10282991021845667
2022-02-28,0.026672518265588474
2022-03-31,0.061437285030015776
2022-04-30,-0.2375250931362105
2022-05-31,-0.03276431760316634
2022-06-30,-0.11645921262241288
2022-07-31,0.27059597129750057
2022-08-31,-0.06061504624052039
2022-09-30,-0.10862189009783763
2022-10-31,-0.09345130582826344
2022-11-30,-0.05759470309709902
2022-12-31,-0.1298943525647971
